,Driver,Name,URL,Year,Race_Result,DNG_Reason
575,Sébastien Ogier,Copec Rally Chile,/entryinfo/54463-copec-rally-chile-2019/2208904/,2019,2,Null
591,Sébastien Ogier,XION Rally Argentina,/entryinfo/54465-xion-rally-argentina-2019/2197562/,2019,3,Null
608,Sébastien Ogier,CORSICA Linea Tour de Corse,/entryinfo/54464-corsica-linea-tour-de-corse-2019/2121688/,2019,2,Null
622,Sébastien Ogier,Rally Guanajuato Mexico,/entryinfo/54450-rally-guanajuato-mexico-2019/2120195/,2019,1,Null
643,Sébastien Ogier,Rally Sweden,/entryinfo/53052-rally-sweden-2019/2100876/,2019,2,Null
662,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/52398-rallye-automobile-monte-carlo-2019/2019528/,2019,1,Null
677,Sébastien Ogier,Kennards Hire Rally Australia,/entryinfo/44266-kennards-hire-rally-australia-2018/1996668/,2018,5,Null
701,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975182/,2018,2,Null
718,Sébastien Ogier,Dayinsure Wales Rally GB,/entryinfo/43469-dayinsure-wales-rally-gb-2018/1970348/,2018,1,Null
741,Sébastien Ogier,Rally Turkey Marmaris,/entryinfo/44264-rally-turkey-marmaris-2018/1947826/,2018,1,Null
758,Sébastien Ogier,ADAC Rallye Deutschland,/entryinfo/44263-adac-rallye-deutschland-2018/1926547/,2018,4,Null
776,Sébastien Ogier,Neste Rally Finland,/entryinfo/44262-neste-rally-finland-2018/1880499/,2018,5,Null
799,Sébastien Ogier,Rally Italia Sardegna,/entryinfo/44261-rally-italia-sardegna-2018/1825033/,2018,2,Null
819,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/44260-vodafone-rally-de-portugal-2018/1776605/,2018,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Withdrawn                            </div>"
838,Sébastien Ogier,YPF Rally Argentina,/entryinfo/44259-ypf-rally-argentina-2018/1754924/,2018,4,Null
856,Sébastien Ogier,CORSICA Linea Tour de Corse,/entryinfo/44258-corsica-linea-tour-de-corse-2018/1736148/,2018,1,Null
868,Sébastien Ogier,Rally Guanajuato Mexico,/entryinfo/44257-rally-guanajuato-mexico-2018/1711924/,2018,1,Null
890,Sébastien Ogier,Rally Sweden,/entryinfo/42875-rally-sweden-2018/1700198/,2018,1,Null
909,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642063/,2018,1,Null
926,Sébastien Ogier,Kennards Hire Rally Australia,/entryinfo/36023-kennards-hire-rally-australia-2017/1613917/,2017,4,Null
945,Sébastien Ogier,Dayinsure Wales Rally GB,/entryinfo/36022-dayinsure-wales-rally-gb-2017/1605871/,2017,3,Null
966,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/36021-rallyracc-catalunya-costa-daurada-2017/1559516/,2017,2,Null
985,Sébastien Ogier,ADAC Rallye Deutschland,/entryinfo/36020-adac-rallye-deutschland-2017/1508212/,2017,3,Null
1006,Sébastien Ogier,Neste Rally Finland,/entryinfo/36019-neste-rally-finland-2017/1505762/,2017,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
1009,Sébastien Ogier,ORLEN Rally Poland,/entryinfo/36431-orlen-rally-poland-2017/1489920/,2017,3,Null
1031,Sébastien Ogier,Rally Italia Sardegna,/entryinfo/36018-rally-italia-sardegna-2017/1467513/,2017,5,Null
1050,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/36017-vodafone-rally-de-portugal-2017/1439517/,2017,1,Null
1069,Sébastien Ogier,YPF Rally Argentina,/entryinfo/36016-ypf-rally-argentina-2017/1434097/,2017,4,Null
1087,Sébastien Ogier,Che Guevara Energy Drink Tour de Corse,/entryinfo/36015-che-guevara-energy-drink-tour-de-corse-2017/1414333/,2017,2,Null
1097,Sébastien Ogier,Rally Guanajuato Mexico,/entryinfo/36014-rally-guanajuato-mexico-2017/1384304/,2017,2,Null
1115,Sébastien Ogier,Rally Sweden,/entryinfo/35751-rally-sweden-2017/1367596/,2017,3,Null
1132,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/35143-rallye-automobile-monte-carlo-2017/1346002/,2017,1,Null
1147,Sébastien Ogier,Kennards Hire Rally Australia,/entryinfo/27494-kennards-hire-rally-australia-2016/1296663/,2016,2,Null
1170,Sébastien Ogier,Dayinsure Wales Rally GB,/entryinfo/27499-dayinsure-wales-rally-gb-2016/1281092/,2016,1,Null
1192,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/27504-rallyracc-catalunya-costa-daurada-2016/1272499/,2016,1,Null
1211,Sébastien Ogier,Che Guevara Energy Drink Tour de Corse,/entryinfo/27497-che-guevara-energy-drink-tour-de-corse-2016/1263136/,2016,1,Null
1221,Sébastien Ogier,ADAC Rallye Deutschland,/entryinfo/27498-adac-rallye-deutschland-2016/1240605/,2016,1,Null
1239,Sébastien Ogier,Neste Rally Finland,/entryinfo/27496-neste-rally-finland-2016/1209261/,2016,2,Null
1263,Sébastien Ogier,PZM Rajd Polski - Rally Poland,/entryinfo/27502-pzm-rajd-polski-rally-poland-2016/1189649/,2016,6,Null
1284,Sébastien Ogier,Rally Italia Sardegna,/entryinfo/27500-rally-italia-sardegna-2016/1175478/,2016,3,Null
1303,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/27503-vodafone-rally-de-portugal-2016/1163182/,2016,3,Null
1322,Sébastien Ogier,YPF Rally Argentina,/entryinfo/27493-ypf-rally-argentina-2016/1130731/,2016,2,Null
1340,Sébastien Ogier,Rally Guanajuato Mexico,/entryinfo/27501-rally-guanajuato-mexico-2016/1096161/,2016,2,Null
1361,Sébastien Ogier,Rally Sweden,/entryinfo/26241-rally-sweden-2016/1068106/,2016,1,Null
1373,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/25982-rallye-automobile-monte-carlo-2016/1011623/,2016,1,Null
1389,Sébastien Ogier,Wales Rally GB,/entryinfo/19132-wales-rally-gb-2015/963812/,2015,1,Null
1408,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/19130-rallyracc-catalunya-costa-daurada-2015/959398/,2015,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
1430,Sébastien Ogier,Tour de Corse,/entryinfo/19499-tour-de-corse-2015/933906/,2015,1,Null
1437,Sébastien Ogier,Coates Hire Rally Australia,/entryinfo/19128-coates-hire-rally-australia-2015/905673/,2015,1,Null
1454,Sébastien Ogier,ADAC Rallye Deutschland,/entryinfo/19127-adac-rallye-deutschland-2015/894992/,2015,1,Null
1475,Sébastien Ogier,Neste Oil Rally Finland,/entryinfo/19126-neste-oil-rally-finland-2015/866134/,2015,2,Null
1495,Sébastien Ogier,Lotos Rally Poland - Rajd Polski,/entryinfo/19125-lotos-rally-poland-rajd-polski-2015/853396/,2015,1,Null
1513,Sébastien Ogier,Rally Italia Sardegna,/entryinfo/19124-rally-italia-sardegna-2015/832619/,2015,1,Null
1536,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/19123-vodafone-rally-de-portugal-2015/828704/,2015,2,Null
1551,Sébastien Ogier,XION Rally Argentina,/entryinfo/19122-xion-rally-argentina-2015/796408/,2015,1,Null
1563,Sébastien Ogier,Rally Guanajuato Mexico,/entryinfo/19121-rally-guanajuato-mexico-2015/767988/,2015,1,Null
1584,Sébastien Ogier,Rally Sweden,/entryinfo/19120-rally-sweden-2015/743369/,2015,1,Null
1605,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/18216-rallye-automobile-monte-carlo-2015/694539/,2015,1,Null
1619,Sébastien Ogier,Wales Rally GB,/entryinfo/13903-wales-rally-gb-2014/669836/,2014,1,Null
1642,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/13902-rallyracc-catalunya-costa-daurada-2014/657889/,2014,1,Null
1659,Sébastien Ogier,Rallye de France - Alsace,/entryinfo/13901-rallye-de-france-alsace-2014/639825/,2014,1,Null
1677,Sébastien Ogier,Coates Hire Rally Australia,/entryinfo/13900-coates-hire-rally-australia-2014/619365/,2014,1,Null
1697,Sébastien Ogier,ADAC Rallye Deutschland,/entryinfo/13899-adac-rallye-deutschland-2014/604370/,2014,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
1704,Sébastien Ogier,Neste Oil Rally Finland,/entryinfo/13898-neste-oil-rally-finland-2014/585971/,2014,2,Null
1730,Sébastien Ogier,Lotos Rally Poland - Rajd Polski,/entryinfo/13897-lotos-rally-poland-rajd-polski-2014/575043/,2014,1,Null
1752,Sébastien Ogier,Rally Italia Sardegna,/entryinfo/13896-rally-italia-sardegna-2014/562159/,2014,1,Null
1769,Sébastien Ogier,XION Rally Argentina,/entryinfo/13895-xion-rally-argentina-2014/537035/,2014,2,Null
1783,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/13894-vodafone-rally-de-portugal-2014/513923/,2014,1,Null
1799,Sébastien Ogier,Rally Guanajuato Mexico,/entryinfo/13893-rally-guanajuato-mexico-2014/505633/,2014,1,Null
1821,Sébastien Ogier,Rally Sweden,/entryinfo/13892-rally-sweden-2014/470901/,2014,6,Null
1844,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/13442-rallye-automobile-monte-carlo-2014/467223/,2014,1,Null
1858,Sébastien Ogier,Wales Rally GB,/entryinfo/6543-wales-rally-gb-2013/434399/,2013,1,Null
1880,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/6542-rallyracc-catalunya-costa-daurada-2013/416164/,2013,1,Null
1895,Sébastien Ogier,Rallye de France - Alsace,/entryinfo/6541-rallye-de-france-alsace-2013/397907/,2013,1,Null
1915,Sébastien Ogier,Coates Hire Rally Australia,/entryinfo/6540-coates-hire-rally-australia-2013/379522/,2013,1,Null
1937,Sébastien Ogier,ADAC Rallye Deutschland,/entryinfo/6539-adac-rallye-deutschland-2013/369422/,2013,1,Null
1952,Sébastien Ogier,Neste Oil Rally Finland,/entryinfo/6538-neste-oil-rally-finland-2013/352734/,2013,1,Null
1975,Sébastien Ogier,Rally Italia Sardegna,/entryinfo/6537-rally-italia-sardegna-2013/336380/,2013,1,Null
1991,Sébastien Ogier,Acropolis Rally,/entryinfo/6536-acropolis-rally-2013/320261/,2013,1,Null
2005,Sébastien Ogier,Philips LED Rally Argentina,/entryinfo/6535-philips-led-rally-argentina-2013/295719/,2013,2,Null
2019,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/6534-vodafone-rally-de-portugal-2013/283423/,2013,1,Null
2034,Sébastien Ogier,Rally Guanajuato Mexico,/entryinfo/6533-rally-guanajuato-mexico-2013/265236/,2013,1,Null
2057,Sébastien Ogier,Rally Sweden,/entryinfo/6532-rally-sweden-2013/244687/,2013,1,Null
2079,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/5887-rallye-automobile-monte-carlo-2013/234719/,2013,2,Null
2095,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/3502-rallyracc-catalunya-costa-daurada-2012/194325/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
2100,Sébastien Ogier,Rally Italia Sardegna,/entryinfo/3500-rally-italia-sardegna-2012/188877/,2012,5,Null
2116,Sébastien Ogier,Rallye de France - Alsace,/entryinfo/3499-rallye-de-france-alsace-2012/178379/,2012,1,Null
2137,Sébastien Ogier,Wales Rally GB,/entryinfo/3498-wales-rally-gb-2012/173633/,2012,1,Null
2156,Sébastien Ogier,ADAC Rallye Deutschland,/entryinfo/3497-adac-rallye-deutschland-2012/167093/,2012,6,Null
2171,Sébastien Ogier,Neste Oil Rally Finland,/entryinfo/3494-neste-oil-rally-finland-2012/161956/,2012,1,Null
2189,Sébastien Ogier,Acropolis Rally,/entryinfo/3492-acropolis-rally-2012/150518/,2012,7,Null
2211,Sébastien Ogier,Philips Rally Argentina,/entryinfo/3491-philips-rally-argentina-2012/147711/,2012,7,Null
2230,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/3490-vodafone-rally-de-portugal-2012/145304/,2012,7,Null
2249,Sébastien Ogier,Rally Guanajuato Mexico,/entryinfo/3489-rally-guanajuato-mexico-2012/143029/,2012,8,Null
2271,Sébastien Ogier,Rally Sweden,/entryinfo/3488-rally-sweden-2012/139865/,2012,1,Null
2295,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/3363-rallye-automobile-monte-carlo-2012/139298/,2012,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
2304,Sébastien Ogier,Wales Rally GB,/entryinfo/2373-wales-rally-gb-2011/132812/,2011,1,Null
2327,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/2372-rallyracc-catalunya-costa-daurada-2011/130723/,2011,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
2343,Sébastien Ogier,Rallye de France - Alsace,/entryinfo/2371-rallye-de-france-alsace-2011/128196/,2011,1,Null
2366,Sébastien Ogier,Repco Rally Australia,/entryinfo/2370-repco-rally-australia-2011/125377/,2011,1,Null
2392,Sébastien Ogier,ADAC Rallye Deutschland,/entryinfo/2369-adac-rallye-deutschland-2011/123099/,2011,1,Null
2411,Sébastien Ogier,Neste Oil Rally Finland,/entryinfo/2368-neste-oil-rally-finland-2011/119196/,2011,3,Null
2433,Sébastien Ogier,Acropolis Rally,/entryinfo/2367-acropolis-rally-2011/115445/,2011,1,Null
2451,Sébastien Ogier,Rally Argentina,/entryinfo/2366-rally-argentina-2011/113182/,2011,3,Null
2470,Sébastien Ogier,Rally d'Italia Sardegna,/entryinfo/2365-rally-ditalia-sardegna-2011/110748/,2011,4,Null
2488,Sébastien Ogier,Jordan Rally WRC,/entryinfo/2364-jordan-rally-wrc-2011/109259/,2011,1,Null
2502,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/2326-vodafone-rally-de-portugal-2011/106536/,2011,1,Null
2519,Sébastien Ogier,Rally Guanajuato Mexico,/entryinfo/2225-rally-guanajuato-mexico-2011/101515/,2011,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
2538,Sébastien Ogier,Rally Sweden,/entryinfo/2224-rally-sweden-2011/99868/,2011,4,Null
2560,Sébastien Ogier,Wales Rally GB,/entryinfo/585-wales-rally-gb-2010/85070/,2010,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
2567,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/584-rallyracc-catalunya-costa-daurada-2010/82457/,2010,1,Null
2583,Sébastien Ogier,Rallye de France - Alsace,/entryinfo/583-rallye-de-france-alsace-2010/81523/,2010,6,Null
2602,Sébastien Ogier,Rally Japan,/entryinfo/582-rally-japan-2010/78445/,2010,1,Null
2628,Sébastien Ogier,ADAC Rallye Deutschland,/entryinfo/581-adac-rallye-deutschland-2010/76346/,2010,3,Null
2647,Sébastien Ogier,Neste Oil Rally Finland,/entryinfo/580-neste-oil-rally-finland-2010/71757/,2010,2,Null
2666,Sébastien Ogier,Rally Bulgaria,/entryinfo/579-rally-bulgaria-2010/64357/,2010,4,Null
2679,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/578-vodafone-rally-de-portugal-2010/60050/,2010,1,Null
2697,Sébastien Ogier,Rally  New Zealand,/entryinfo/577-rally-new-zealand-2010/58649/,2010,2,Null
2718,Sébastien Ogier,Rally of Turkey,/entryinfo/576-rally-of-turkey-2010/56548/,2010,4,Null
2739,Sébastien Ogier,Jordan Rally WRC,/entryinfo/575-jordan-rally-wrc-2010/54736/,2010,6,Null
2760,Sébastien Ogier,Rally Mexico,/entryinfo/574-rally-mexico-2010/51149/,2010,3,Null
2781,Sébastien Ogier,Rally Sweden,/entryinfo/573-rally-sweden-2010/47925/,2010,5,Null
2802,Sébastien Ogier,Rally of Great Britain,/entryinfo/399-rally-of-great-britain-2009/37683/,2009,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident damage                            </div>"
2817,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/398-rallyracc-catalunya-costa-daurada-2009/37239/,2009,5,Null
2835,Sébastien Ogier,Repco Rally Australia,/entryinfo/397-repco-rally-australia-2009/36340/,2009,5,Null
2868,Sébastien Ogier,Neste Oil Rally Finland,/entryinfo/396-neste-oil-rally-finland-2009/35399/,2009,6,Null
2891,Sébastien Ogier,Orlen Platinum Rally Poland - Rajd Polski,/entryinfo/395-orlen-platinum-rally-poland-rajd-polski-2009/33725/,2009,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
2906,Sébastien Ogier,Acropolis Rally of Greece,/entryinfo/394-acropolis-rally-of-greece-2009/32836/,2009,2,Null
2921,Sébastien Ogier,Rally d'Italia Sardegna,/entryinfo/393-rally-ditalia-sardegna-2009/32506/,2009,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Retired                            </div>"
2933,Sébastien Ogier,Rally Argentina,/entryinfo/392-rally-argentina-2009/32183/,2009,7,Null
2956,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/391-vodafone-rally-de-portugal-2009/30960/,2009,1,Null
2974,Sébastien Ogier,FxPro Cyprus Rally,/entryinfo/390-fxpro-cyprus-rally-2009/29769/,2009,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Stuck in the ditch                            </div>"
2987,Sébastien Ogier,Rally Norway,/entryinfo/389-rally-norway-2009/28862/,2009,1,Null
3010,Sébastien Ogier,Rally Ireland,/entryinfo/388-rally-ireland-2009/28109/,2009,6,Null
3027,Sébastien Ogier,Wales Rally GB,/entryinfo/163-wales-rally-gb-2008/21705/,2008,2,Null
3044,Sébastien Ogier,Neste Oil Rally Finland,/entryinfo/157-neste-oil-rally-finland-2008/17429/,2008,3,Null
0,Carlos Sainz,Acropolis Rally of Greece,/entryinfo/40-acropolis-rally-of-greece-2005/2010/,2005,3,Null
19,Carlos Sainz,Rally of Turkey,/entryinfo/39-rally-of-turkey-2005/2388/,2005,4,Null
36,Carlos Sainz,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/63-rally-catalunya-costa-brava-rally-de-espana-2004/2203/,2004,3,Null
55,Carlos Sainz,Tour de Corse - Rallye de France,/entryinfo/62-tour-de-corse-rallye-de-france-2004/2104/,2004,3,Null
67,Carlos Sainz,Supermag Rally Italia Sardinia,/entryinfo/61-supermag-rally-italia-sardinia-2004/2256/,2004,3,Null
86,Carlos Sainz,Wales Rally GB,/entryinfo/60-wales-rally-gb-2004/3083/,2004,4,Null
105,Carlos Sainz,Rally Japan,/entryinfo/59-rally-japan-2004/3398/,2004,5,Null
132,Carlos Sainz,OMV ADAC Rallye Deutschland,/entryinfo/58-omv-adac-rallye-deutschland-2004/2756/,2004,3,Null
156,Carlos Sainz,Neste Rally Finland,/entryinfo/57-neste-rally-finland-2004/2909/,2004,3,Null
178,Carlos Sainz,CTI Movil Rally Argentina,/entryinfo/56-cti-movil-rally-argentina-2004/3170/,2004,1,Null
204,Carlos Sainz,Rally of Turkey,/entryinfo/55-rally-of-turkey-2004/3251/,2004,4,Null
221,Carlos Sainz,Acropolis Rally of Greece,/entryinfo/54-acropolis-rally-of-greece-2004/3178/,2004,1,Null
243,Carlos Sainz,Cyprus Rally,/entryinfo/53-cyprus-rally-2004/3043/,2004,3,Null
261,Carlos Sainz,Propecia Rally New Zealand,/entryinfo/52-propecia-rally-new-zealand-2004/2985/,2004,6,Null
284,Carlos Sainz,Corona Rally Mexico,/entryinfo/51-corona-rally-mexico-2004/2617/,2004,3,Null
299,Carlos Sainz,Uddeholm Swedish Rally,/entryinfo/50-uddeholm-swedish-rally-2004/2467/,2004,5,Null
318,Carlos Sainz,Rallye Automobile Monte-Carlo,/entryinfo/49-rallye-automobile-monte-carlo-2004/2157/,2004,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
325,Carlos Sainz,Wales Rally GB,/entryinfo/78-wales-rally-gb-2003/4057/,2003,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
327,Carlos Sainz,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/77-rally-catalunya-costa-brava-rally-de-espana-2003/4010/,2003,7,Null
349,Carlos Sainz,Tour de Corse - Rallye de France,/entryinfo/76-tour-de-corse-rallye-de-france-2003/3947/,2003,2,Null
365,Carlos Sainz,Rallye Sanremo - Rallye d'Italia,/entryinfo/75-rallye-sanremo-rallye-ditalia-2003/3893/,2003,4,Null
379,Carlos Sainz,Telstra Rally Australia,/entryinfo/74-telstra-rally-australia-2003/4286/,2003,5,Null
403,Carlos Sainz,Neste Rally Finland,/entryinfo/73-neste-rally-finland-2003/4216/,2003,4,Null
426,Carlos Sainz,ADAC Rallye Deutschland,/entryinfo/72-adac-rallye-deutschland-2003/4137/,2003,6,Null
448,Carlos Sainz,Cyprus Rally,/entryinfo/71-cyprus-rally-2003/3840/,2003,5,Null
466,Carlos Sainz,Golden Acropolis Rally,/entryinfo/70-golden-acropolis-rally-2003/4427/,2003,2,Null
487,Carlos Sainz,YPF Rally Argentina,/entryinfo/69-ypf-rally-argentina-2003/4348/,2003,2,Null
511,Carlos Sainz,Propecia Rally New Zealand,/entryinfo/68-propecia-rally-new-zealand-2003/4509/,2003,1,Null
533,Carlos Sainz,Rally of Turkey,/entryinfo/67-rally-of-turkey-2003/3769/,2003,1,Null
551,Carlos Sainz,Uddeholm Swedish Rally,/entryinfo/66-uddeholm-swedish-rally-2003/3575/,2003,9,Null
567,Carlos Sainz,Rallye Automobile Monte-Carlo,/entryinfo/65-rallye-automobile-monte-carlo-2003/3469/,2003,3,Null
580,Carlos Sainz,Network Q Rally of Great Britain,/entryinfo/93-network-q-rally-of-great-britain-2002/4773/,2002,3,Null
596,Carlos Sainz,Telstra Rally Australia,/entryinfo/92-telstra-rally-australia-2002/4990/,2002,4,Null
620,Carlos Sainz,Propecia Rally New Zealand,/entryinfo/91-propecia-rally-new-zealand-2002/5061/,2002,4,Null
646,Carlos Sainz,Rallye Sanremo - Rallye d'Italia,/entryinfo/89-rallye-sanremo-rallye-ditalia-2002/5599/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Oil leak                            </div>"
649,Carlos Sainz,ADAC Rallye Deutschland,/entryinfo/88-adac-rallye-deutschland-2002/5513/,2002,8,Null
671,Carlos Sainz,Neste Rally Finland,/entryinfo/87-neste-rally-finland-2002/5430/,2002,4,Null
693,Carlos Sainz,Inmarsat Safari Rally,/entryinfo/86-inmarsat-safari-rally-2002/5295/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Oil pump                            </div>"
699,Carlos Sainz,Acropolis Rally,/entryinfo/85-acropolis-rally-2002/5206/,2002,3,Null
714,Carlos Sainz,Rally Argentina,/entryinfo/84-rally-argentina-2002/5138/,2002,1,Null
735,Carlos Sainz,Cyprus Rally,/entryinfo/83-cyprus-rally-2002/5078/,2002,1,Null
754,Carlos Sainz,Rally Catalunya - Costa Brava - Rally de España,/entryinfo/82-rally-catalunya-costa-brava-rally-de-espana-2002/4903/,2002,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>"
760,Carlos Sainz,Tour de Corse - Rallye de France,/entryinfo/81-tour-de-corse-rallye-de-france-2002/4842/,2002,6,Null
776,Carlos Sainz,Uddeholm Swedish Rally,/entryinfo/80-uddeholm-swedish-rally-2002/4659/,2002,3,Null
791,Carlos Sainz,Rallye Automobile Monte-Carlo,/entryinfo/79-rallye-automobile-monte-carlo-2002/4605/,2002,3,Null
805,Carlos Sainz,Network Q Rally of Great Britain,/entryinfo/107-network-q-rally-of-great-britain-2001/6856/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Spectator injury                            </div>"
815,Carlos Sainz,Telstra Rally Australia,/entryinfo/106-telstra-rally-australia-2001/6783/,2001,8,Null
835,Carlos Sainz,Tour de Corse - Rallye de France,/entryinfo/105-tour-de-corse-rallye-de-france-2001/6621/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Oil pressure                            </div>"
837,Carlos Sainz,Rallye Sanremo - Rallye d'Italia,/entryinfo/104-rallye-sanremo-rallye-ditalia-2001/6547/,2001,4,Null
857,Carlos Sainz,Propecia Rally New Zealand,/entryinfo/103-propecia-rally-new-zealand-2001/6480/,2001,4,Null
881,Carlos Sainz,Neste Rally Finland,/entryinfo/102-neste-rally-finland-2001/6321/,2001,6,Null
902,Carlos Sainz,Safari Rally Kenya,/entryinfo/101-safari-rally-kenya-2001/6279/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
906,Carlos Sainz,Acropolis Rally,/entryinfo/100-acropolis-rally-2001/6168/,2001,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Engine                            </div>"
924,Carlos Sainz,Cyprus Rally,/entryinfo/99-cyprus-rally-2001/6092/,2001,3,Null
946,Carlos Sainz,Rally Argentina,/entryinfo/98-rally-argentina-2001/6020/,2001,3,Null
967,Carlos Sainz,Rallye Catalunya - Costa Brava - Rallye de España,/entryinfo/97-rallye-catalunya-costa-brava-rallye-de-espana-2001/5942/,2001,5,Null
984,Carlos Sainz,TAP Rallye de Portugal,/entryinfo/96-tap-rallye-de-portugal-2001/5846/,2001,2,Null
1002,Carlos Sainz,International Swedish Rally,/entryinfo/95-international-swedish-rally-2001/5771/,2001,3,Null
1019,Carlos Sainz,Rallye Automobile Monte-Carlo,/entryinfo/94-rallye-automobile-monte-carlo-2001/5715/,2001,2,Null
1033,Carlos Sainz,Network Q Rally of Great Britain,/entryinfo/121-network-q-rally-of-great-britain-2000/8546/,2000,4,Null
1050,Carlos Sainz,Telstra Rally Australia,/entryinfo/120-telstra-rally-australia-2000/7377/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Excluded - stopped right befor…                            </div>"
1060,Carlos Sainz,Rallye Sanremo - Rallye d'Italia,/entryinfo/119-rallye-sanremo-rallye-ditalia-2000/7258/,2000,5,Null
1076,Carlos Sainz,V-Rally Tour de Corse - Rallye de France,/entryinfo/118-v-rally-tour-de-corse-rallye-de-france-2000/8528/,2000,3,Null
1093,Carlos Sainz,Cyprus Rally,/entryinfo/117-cyprus-rally-2000/7464/,2000,1,Null
1116,Carlos Sainz,Neste Rally Finland,/entryinfo/116-neste-rally-finland-2000/7517/,2000,1,Null
1139,Carlos Sainz,Propecia Rally New Zealand,/entryinfo/115-propecia-rally-new-zealand-2000/8011/,2000,3,Null
1163,Carlos Sainz,Acropolis Rally,/entryinfo/114-acropolis-rally-2000/8253/,2000,2,Null
1182,Carlos Sainz,Rally Argentina,/entryinfo/113-rally-argentina-2000/8225/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Radiator                            </div>"
1191,Carlos Sainz,TAP Rallye de Portugal,/entryinfo/111-tap-rallye-de-portugal-2000/7207/,2000,3,Null
1214,Carlos Sainz,Sameer Safari Rally Kenya,/entryinfo/110-sameer-safari-rally-kenya-2000/7152/,2000,4,Null
1226,Carlos Sainz,International Swedish Rally,/entryinfo/109-international-swedish-rally-2000/7034/,2000,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Fuel pump                            </div>"
1235,Carlos Sainz,Rallye Automobile Monte-Carlo,/entryinfo/108-rallye-automobile-monte-carlo-2000/6976/,2000,2,Null
